,Call_Number,Title
17779,BF1228-1389:Spiritualism,voces de ultratumba historia del espiritismo en chile spiritualism chile history
17780,BF173-175:Psychoanalysis,minor mental maladjustments in normal people based on original autobiographies of personality maladjustments a casebook for the use of students of mental hygiene psychology education child development sociology and the formation of personality traits mental health personality disorders psychoanalysis
17781,BF309-499:Consciousness. Congition,handbook of mental deficiency psychological theory and research intellectual disability
17782,BF511-593:Affection. Feeling. Emotion,handbook of prejudice stereotyping and discrimination prejudices stereotypes social psychology social perception discrimination
17783,BF511-593:Affection. Feeling. Emotion,man into wolf an anthropological interpretation of sadism masochism and lycanthropy pain sadism masochism werewolves
17784,BF173-175:Psychoanalysis,heterosexual masculinities contemporary perspectives from psychoanalytic gender theory masculinity psychoanalysis heterosexual men psychology
17785,BF692:Psychology of Sex. Sexual Behavior,same difference how gender myths are hurting our relationships our children and our jobs sex differences psychology sex role
17786,BF65-172:Psychology,the growth of basic mathematical and scientific concepts in children by k lovell foreword by bärbel inhelder number concept in children conservation psychology
17787,BF309-499:Consciousness. Congition,to wash an aethiop white british ideas about black african educability 15301960 black people intelligence levels black people education british attitudes racism great britain
17788,BF173-175:Psychoanalysis,the psychodynamics of abnormal behavior psychology pathological
17789,BF173-175:Psychoanalysis,behavior pathology psychology pathological
17790,BF173-175:Psychoanalysis,textbook of abnormal psychology psychology pathological
17791,BF65-172:Psychology,the foundations of human nature the study of the person personality psychology mental health
17792,BF173-175:Psychoanalysis,handbook of abnormal psychology an experimental approach psychology pathological psychology experimental
17793,BF173-175:Psychoanalysis,an introduction to abnormal psychology psychology pathological
17794,BF636-637:Applied psychology,leadership in a changing world dynamic perspectives on groups and their leaders leadership
17795,BF180-198:Experimental psychology,the nature of human conflicts or emotion conflict and will an objective study of disorganization and control of human behaviour conflict psychology psychology pathological psychophysiology will
17796,BF180-198:Experimental psychology,frustration the study of behavior without a goal psychophysiology
17797,BF173-175:Psychoanalysis,loving psychoanalysis technique and theory in the therapeutic relationship psychoanalysis psychotherapy therapist and patient empathy caring
17798,BF173-175:Psychoanalysis,the human mind psychology pathological psychoanalysis mental health personality disorders
17799,BF173-175:Psychoanalysis,the psychology of abnormal people with educational applications psychology pathological
17800,BF173-175:Psychoanalysis,a handbook of abnormal psychology psychology pathological
17801,BF173-175:Psychoanalysis,introduction to psychopathology psychology pathological
17803,BF173-175:Psychoanalysis,the unconscious the fundamentals of human personality normal and abnormal subconsciousness psychology pathological
17804,BF712-724:Developmental psychology,mothers and others the evolutionary origins of mutual understanding mother and child parental behavior in animals child rearing psychological aspects behavior evolution
17806,BF173-175:Psychoanalysis,the psychology of abnormal behavior a dynamic approach psychology pathological psychotherapy
17807,BF173-175:Psychoanalysis,the psychology of abnormal behavior a dynamic approach psychology pathological psychotherapy
17808,BF173-175:Psychoanalysis,clinical and abnormal psychology a textbook for educators psychologists and mental hygiene workers psychology pathological psychological tests character tests
17809,BF231-299:Sensation. Aesthesiology,decision processes in visual perception visual perception decision making
17811,BF1404-1443:Occult sciences,a treatise on cosmic fire occultism consciousness
17812,BF1001-1045:Psychic research. Psychology of the conscious.,parapsychology from duke to frnm duke university parapsychology laboratory history foundation for research on the nature of man north carolina durham history parapsychology congresses
17813,BF1404-1443:Occult sciences,encyclopaedia of superstitions folklore and the occult sciences of the world a comprehensive library of human belief and practice in the mysteries of life editorial staff cora linn daniels and cm stevens superstition dictionaries folklore dictionaries occultism dictionaries
17814,BF1001-1045:Psychic research. Psychology of the conscious.,the encyclopedia of occult sciences occultism dictionaries symbolism encyclopedias mysticism encyclopedias mythology spiritualism occultism encyclopedias alchemy astrology fortunetelling by cards palmistry graphology magic phrenology dreams secret societies theosophy witchcraft
17815,BF1001-1045:Psychic research. Psychology of the conscious.,cock lane and commonsense by andrew lang parapsychology ghosts
17816,BF1001-1045:Psychic research. Psychology of the conscious.,psychical research parapsychology research occultism
17817,BF1001-1045:Psychic research. Psychology of the conscious.,the supernormal a critical introduction to psychic science by g c barnard m sc parapsychology research
17818,BF1-37:Psychology,attitudinal and motivational characteristics of chinese entrepreneurs and a comparison between chinese and american entrepreneurs businessmen china attitudes businessmen united states motivation psychology
17819,BF1001-1045:Psychic research. Psychology of the conscious.,mysterious psychic forces an account of the authors investigations in psychical research together with those of other european savants parapsychology spiritualism parapsychology research
17820,BF1001-1045:Psychic research. Psychology of the conscious.,a new approach to psychical research parapsychology
17821,BF1001-1045:Psychic research. Psychology of the conscious.,the encyclopaedia of death and life in the spiritworld opinions and experiences from eminent sources spiritualism death
17822,BF38-64:Philosophy,scaling methods scale analysis psychology
17823,BF1001-1045:Psychic research. Psychology of the conscious.,the law of psychic phenomena a working hypothesis for the systematic study of hypnotism spiritism mental therapeutics etc parapsychology research
17824,BF1001-1045:Psychic research. Psychology of the conscious.,human personality and its survival of bodily death edited by susy smith personality immortality parapsychology
17825,BF1001-1045:Psychic research. Psychology of the conscious.,noted witnesses for psychic occurrences incidents and biographical data with occasional comments compiled by the research officer of the boston society for psychic research parapsychology
17826,BF1001-1045:Psychic research. Psychology of the conscious.,parapsychology frontier science of the mind a survey of the field the methods and the facts of esp and pk research by j b rhine and j g pratt parapsychology
17827,BF1001-1045:Psychic research. Psychology of the conscious.,parapsychology translated from the french by c e green parapsychology
17829,BF1001-1045:Psychic research. Psychology of the conscious.,collected papers on the paranormal parapsychology
17830,BF1001-1045:Psychic research. Psychology of the conscious.,the power of karma in relation to destiny karma theosophy
17831,BF309-499:Consciousness. Congition,learning conversations the selforganised learning way to personal and organisational growth learning psychology of conversation psychological aspects zen buddhism psychology
17832,BF309-499:Consciousness. Congition,negro american intelligence african americans intelligence levels black people intelligence levels
17833,BF712-724:Developmental psychology,por trás da máscara de ferro as motivac̦ões do adolescente em conflito com a lei adolescent psychology juvenile delinquency
17834,BF173-175:Psychoanalysis,lives events and other players directions in psychobiography psychoanalysis psychological fiction history and criticism
17835,BF1001-1045:Psychic research. Psychology of the conscious.,challenge of psychical research a primer of parapsychology extrasensory perception parapsychology research
17836,BF1001-1045:Psychic research. Psychology of the conscious.,the psychic force essays in modern psychical research from the international journal of parapsychology edited with an introd and notes by allan angoff parapsychology
17837,BF1404-1443:Occult sciences,the occult sciences in the renaissance a study in intellectual patterns occultism history renaissance
17838,BF1001-1045:Psychic research. Psychology of the conscious.,miracles of the mind an introduction to parapsychology parapsychology
17839,BF1892-2049:Occult sciences,man the grand symbol of the mysteries occultism history metaphysics theosophy symbolism human body in literature
17840,BF1404-1443:Occult sciences,the return of the magi flamel nicolas 1418 saintgermain comte de 1784 blavatsky h p helena petrovna 18311891 apollonius of tyana albigenses rosicrucians templars
17841,BF712-724:Developmental psychology,stress in childhood stress in children
17842,BF1404-1443:Occult sciences,the occult explosion occultism united states parapsychology united states
17843,BF1228-1389:Spiritualism,phantasms of the dead or true ghost stories ghosts
17844,BF1404-1443:Occult sciences,science confronts the paranormal occultism
17845,BF65-172:Psychology,the essential vygotsky psychology
17846,BF1444-1486:Ghosts. Apparitions. Hauntings,haunted houses ghosts apparitions parapsychology
17847,BF1444-1486:Ghosts. Apparitions. Hauntings,new light on old ghosts ghosts
17848,BF511-593:Affection. Feeling. Emotion,statistical panic cultural politics and poetics of the emotions emotions social aspects united states social conditions 1945 united states civilization 1945 emotions in literature
17849,BF1404-1443:Occult sciences,passport to the supernatural an occult compendium from all ages and many lands supernatural
17850,BF1444-1486:Ghosts. Apparitions. Hauntings,things that go bump in the night ghosts
17851,BF1444-1486:Ghosts. Apparitions. Hauntings,the book of dreams and ghosts by andrew lang ghosts dreams
17852,BF1444-1486:Ghosts. Apparitions. Hauntings,of ghostes and spirites walking by nyght 1572 edited with introduction and appendix by j dover wilson and may yardley loyer pierre le 15501634 iiii ljvres des spectres apparitions
17853,BF1444-1486:Ghosts. Apparitions. Hauntings,apparitions and ghosts a modern study with a foreword by g w lambert apparitions ghosts
17854,BF1444-1486:Ghosts. Apparitions. Hauntings,an adventure marie antoinette queen consort of louis xvi king of france 17551793 petit trianon versailles france apparitions
17855,BF65-172:Psychology,methods in behavioral research psychology research psychology experimental
17856,BF1444-1486:Ghosts. Apparitions. Hauntings,prominent american ghosts ghosts united states
17857,BF1444-1486:Ghosts. Apparitions. Hauntings,ghosts and poltergeists edited by j h crehan ghosts
17858,BF309-499:Consciousness. Congition,the cognitive basis of the intellect a response to jensens bias in mental testing jensen arthur robert bias in mental testing intelligence tests intellect cognition minorities psychological testing
17859,BF712-724:Developmental psychology,attachment and loss mother and child maternal deprivation
17860,BF1001-1045:Psychic research. Psychology of the conscious.,parapsychology science or magic a psychological perspective parapsychology parapsychology research
17861,BF309-499:Consciousness. Congition,cognitive psychology a students handbook cognition
17862,BF1001-1045:Psychic research. Psychology of the conscious.,the end of borley rectory the most haunted house in england by harry price with 26 plates in halftone and other illustrations in the text ghosts parapsychology borley england
17863,BF1444-1486:Ghosts. Apparitions. Hauntings,tom corbetts stately ghosts of england ghosts england
17864,BF1444-1486:Ghosts. Apparitions. Hauntings,ghosts around the house ghosts united states
17865,BF1444-1486:Ghosts. Apparitions. Hauntings,the story of the poltergeist down the centuries ghosts spirits
17866,BF1444-1486:Ghosts. Apparitions. Hauntings,poltergeists none
17867,BF1048-1108:Hallucinations. Sleep. Dreaming. Visions,on hallucinations a history and explanation of apparitions visions dreams ecstasy magnetism and somnambulism tr from the french by robert t hulme none
17868,BF1783-1815:Seers. Prophets. Prophecies,when prophecy fails prophecies
17869,BF1783-1815:Seers. Prophets. Prophecies,prophetic years 19471953 prophecies
17870,BF1745-1779:Oracles. Sibyls. Diviniations,greek divination a study of its methods and principles divination
17871,BF1783-1815:Seers. Prophets. Prophecies,nostradamus life and literature including all the prophecies in french and english with complete notes and indexes a critical biography of nostradamus his will and personal letters bibliography of nostradamus and his commentators a review of theories about him his method and other supplementary material by edgar leoni prophecies astrology
17872,BF1783-1815:Seers. Prophets. Prophecies,window in provence nostradamus 15031566
17873,BF1228-1389:Spiritualism,crystalgazing a study in the history distribution theory and practice of scrying crystal gazing
17874,BF1228-1389:Spiritualism,second sight its history and origins precognition clairvoyance
17875,BF1624-1650:Occult sciences,the diviningrod an experimental and psychological investigation by sir william barrett f r s and theodore besterman with 12 plates and 62 other illustrations dowsing
17876,BF1624-1650:Occult sciences,on the socalled divining rod a psychophysical research on a popular faculty alleged to exist in certain persons locally known as dowsers dowsing
17877,BF1111-1156:Hypnotism. Suggestions. Mesmerism. Subliminal Projection,a new and rational treatise of dowsing according to the methods of physical radiesthesie excluding any kind of occultism and open to everybody in which is explained how one may detect without any special gift the radiation of matter and discover subterranean springs buried treasures coal fields ores oil etc and communicate with an unknown world noxious rays medical dowsing teleradiesthesie astrodowsing radiesthesia radiation prospecting
17878,BF204-206:Psychology,positive psychology in practice positive psychology
17879,BF1624-1650:Occult sciences,the elements of dowsing radiesthesia dowsing
17880,BF1624-1650:Occult sciences,the modern dowser a guide to the use of the divining rod and pendulum dowsing prospecting pendulum
17881,BF1624-1650:Occult sciences,water diviners and their methods dowsing
17882,BF1624-1650:Occult sciences,guide le la radiesthésie dessins de jeanjacques corre radiesthesia
17883,BF1745-1779:Oracles. Sibyls. Diviniations,feng shui the chinese art of placement feng shui
17884,BF309-499:Consciousness. Congition,beating job burnout how to transform work pressure into productivity burn out psychology
17885,BF1624-1650:Occult sciences,waterdivining new facts and theories groundwater dowsing
17887,BF65-172:Psychology,the cattell controversy race science and ideology cattell raymond b raymond bernard 19051998 political and social views racism in psychology
17888,BF636-637:Applied psychology,selfactualization an annotated bibliography of theory and research selfactualization psychology bibliography selfactualization psychology abstracts
17889,BF511-593:Affection. Feeling. Emotion,attachment expanding the cultural connections attachment behavior crosscultural studies intimacy psychology crosscultural studies
17890,BF309-499:Consciousness. Congition,attention and time attention cognitive neuroscience
17891,BF1845-1891:Fortune-telling,the magical ritual of the sanctum regnum interpreted by the tarot trumps magic tarot
17892,BF65-172:Psychology,methods in behavioral research psychology research methodology social sciences research methodology
17893,BF1845-1891:Fortune-telling,arrows of light from the egyptian tarot a practical application of the hermetic system of names and numbers based upon the teaching of the brotherhood of light tarot symbolism of numbers names personal occultism astrology
17894,BF1845-1891:Fortune-telling,absolute key to occult science the tarot of the bohemians the most ancient book in the world for the exclusive use of initiates tarot occultism
17895,BF698:Personality,personality an introduction to the theories of psychology personality
17896,BF309-499:Consciousness. Congition,the mismeasure of man intelligence tests history ability testing history personality tests history craniometry history
17897,BF1745-1779:Oracles. Sibyls. Diviniations,ifa divination communication between gods and men in west africa by william bascom ifa religion geomancy yoruba african people religion
17898,BF1585-1623:Magic. Hermetics. Necromancy,numerology the magic of numbers symbolism of numbers number concept
17899,BF1585-1623:Magic. Hermetics. Necromancy,zone lessons symbolism of numbers
17900,BF1585-1623:Magic. Hermetics. Necromancy,cosmic symbolism being a discussion and exposition of some recondite and obscure points in the art of the kabalists the mysteries of sound form and number and the basic principles of cosmic symbolism cabala occultism symbolism of numbers
17901,BF1585-1623:Magic. Hermetics. Necromancy,number symbolism symbolism of numbers history
17902,BF712-724:Developmental psychology,evolutionary perspectives on human development developmental psychology evolutionary psychology
17903,BF1562-1584:Witchcraft,the psychology of the salem witchcraft excitement of 1692 and its practical application to our own time by george m beard guiteau charles j charles julius 18411882 witchcraft massachusetts salem insanity law jurisprudence
17904,BF1562-1584:Witchcraft,a calendar of cases of witchcraft in scotland 15101727 witchcraft scotland
17905,BF1585-1623:Magic. Hermetics. Necromancy,das altjüdische zauberwesen jewish magic
17908,BF1001-1045:Psychic research. Psychology of the conscious.,foundations of parapsychology exploring the boundaries of human capability parapsychology extrasensory perception parapsychology research
17909,BF1562-1584:Witchcraft,salemvillage witchcraft a documentary record of local conflict in colonial new england edited by paul boyer and stephen nissenbaum witchcraft massachusetts salem trials witchcraft massachusetts salem salem mass history sources
17910,BF636-637:Applied psychology,the handbook of negotiation and culture negotiation conflict management negotiation crosscultural studies conflict management crosscultural studies
17911,BF1585-1623:Magic. Hermetics. Necromancy,adventures of the mind magic occultism medicine magic mystic and spagiric
17912,BF712-724:Developmental psychology,the second year the emergence of selfawareness selfperception in children cognition in children infant psychology nature and nurture
17913,BF1562-1584:Witchcraft,the trial of witchcraft witchcraft
17914,BF1562-1584:Witchcraft,the secrets of ancient witchcraft with the witches tarot witchcraft
17915,BF1562-1584:Witchcraft,four centuries of witchbeliefs with special reference to the great rebellion witchcraft england
17916,BF65-172:Psychology,the emergence of somatic psychology and bodymind therapy mind and body psychology
17917,BF1562-1584:Witchcraft,annals of witchcraft in new england and elsewhere in the united states from their first settlement drawn up from unpublished and other well authenticated records of the alleged operations of witches and their instigator the devil witchcraft new england
17918,BF1562-1584:Witchcraft,the witchcraft delusion in new england its rise progress and termination as exhibited by dr cotton mather in the wonders of the invisible world and by mr robert calef in his more wonders of the invisible world with a preface introduction and notes by samuel g drake witchcraft new england
17919,BF1562-1584:Witchcraft,witchcraft in tudor and stuart england a regional and comparative study witchcraft england
17920,BF1585-1623:Magic. Hermetics. Necromancy,clavicula salomonis a hebrew manuscript newly discovered and now described none
17921,BF1562-1584:Witchcraft,witchcraft at salem witchcraft massachusetts salem
17922,BF1501-1561:Demonology. Satanism. Possession,the devils of loudun grandier urbain 15901634 couvent des ursulines loudun france demoniac possession
17923,BF1501-1561:Demonology. Satanism. Possession,daemonologie 1597 fian john 1591 demonology magic witchcraft scotland
17924,BF38-64:Philosophy,psychological models and neural mechanisms an examination of reductionism in psychology psychology simulation methods neuropsychology
17925,BF1562-1584:Witchcraft,witchcraft in old and new england witchcraft england witchcraft new england
17926,BF712-724:Developmental psychology,separation supporting children in their preschool transitions separation anxiety in children preschool children psychology
17927,BF1562-1584:Witchcraft,witchcraft by lucy mair witchcraft
17928,BF1562-1584:Witchcraft,the sorceress a study in middle age superstition witchcraft demonomania
17929,BF1562-1584:Witchcraft,la sorcière the witch of the middle ages from the french of j michelet by l j trotter witchcraft civilization medieval
17930,BF1562-1584:Witchcraft,witch hunting in southwestern germany 15621684 the social and intellectual foundations by h c erik midelfort witchcraft germany trials witchcraft germany
17931,BF1562-1584:Witchcraft,european witchcraft by e william monter witchcraft europe
17932,BF1562-1584:Witchcraft,witchcraft in salem village in 1692 together with a review of the opinions of modern writers and psychologists in regard to outbreak of the evil in america witchcraft massachusetts salem witchcraft new england
17933,BF1562-1584:Witchcraft,the trials of the lancashire witches a study of seventeenthcentury witchcraft by edgar peel and pat southern drawings by pat southern trials witchcraft england lancashire
17934,BF1562-1584:Witchcraft,records of salem witchcraft copied from the original documents witchcraft massachusetts salem
17935,BF1562-1584:Witchcraft,a razor for a goat a discussion of certain problems in the history of witchcraft and diabolism witchcraft devil
17936,BF1562-1584:Witchcraft,witches demons and fertility magic analysis of their significance and mutual relations in westeuropean folk religion witchcraft europe demonology europe magic europe
17937,BF1562-1584:Witchcraft,witchcraft in the middle ages witchcraft history
17938,BF1585-1623:Magic. Hermetics. Necromancy,the occult sciences the philosophy of magic prodigies and apparent miracles from the french of eusebe salverte with notes illustrative explanatory and critical by anthony todd thomson occultism magic
17939,BF1-37:Psychology,freuds concept of passivity passivity psychology oedipus complex freud sigmund 18561939
17940,BF309-499:Consciousness. Congition,the odyssey experience physical social psychological and spiritual journeys insight introspection life change events vision quests pilgrims and pilgrimages voyages and travels
17941,BF1562-1584:Witchcraft,discouerie of witchcraft witchcraft magic demonology
17942,BF1404-1443:Occult sciences,satans invisible world discovered superstition witchcraft
17943,BF1562-1584:Witchcraft,the geography of witchcraft by montague summers witchcraft demonology
17944,BF1562-1584:Witchcraft,the witchcraft delusion in colonial connecticut 16471697 witchcraft connecticut
17947,BF1562-1584:Witchcraft,a handbook on witches witchcraft
17948,BF1562-1584:Witchcraft,the european witchcraze of the 16th and 17th centuries by h r trevorroper witchcraft europe occultism history
17949,BF1404-1443:Occult sciences,the works of thomas vaughan eugenius philalethes edited annotated and introduced by arthur edward waite magic mysticism 14501800 alchemy
17950,BF309-499:Consciousness. Congition,the learning theory of piaget and inhelder piaget jean 18961980 inhelder bärbel learning psychology of cognition
17951,BF1562-1584:Witchcraft,prince of darkness witchcraft werewolves
17952,BF1501-1561:Demonology. Satanism. Possession,comte de gabalis demonology rosicrucians
17953,BF1562-1584:Witchcraft,witchcraft and the black art a book dealing with the psychology and folklore of the witches witchcraft
17954,BF1404-1443:Occult sciences,psychic phenomena of jamaica ashanti african people superstition witchcraft jamaica magic jamaica black people jamaica jamaica social life and customs
17955,BF1562-1584:Witchcraft,voodoos and obeahs phases of west india witchcraft witchcraft west indies vodou black people west indies folklore west indies
17956,BF1562-1584:Witchcraft,the wonderfvl discoverie of the witchcrafts of margaret and phillip ie philippa flower together with the seuerall examinations and confessions of anne baker ioan willimot and ellen greene witches in leicestershire london printed by g eld for i barnes 1619 flower philippa 1618 flower margaret 1618 witchcraft england
17957,BF1585-1623:Magic. Hermetics. Necromancy,narratives of sorcery and magic from the most authentic sources magic witchcraft
17958,BF1562-1584:Witchcraft,möglichkeiten der kritik am hexen und zauberwesen im ausgehenden mittelalter zietgenössische stimmen und ihre soziale zugehörigkeit witchcraft history magic history
17959,BF1562-1584:Witchcraft,the devils shadow the story of witchcraft in massachusetts witchcraft massachusetts juvenile literature
17961,BF1585-1623:Magic. Hermetics. Necromancy,the history of magic including a clear and precise exposition of its procedure its rites and its mysteries magic
17962,BF712-724:Developmental psychology,information processing biases and anxiety a developmental perspective anxiety in children human information processing in children
17963,BF712-724:Developmental psychology,changemakers a jungian perspective on sibling position and the family atmosphere jung c g carl gustav 18751961 birth order social change psychological aspects politicians psychology case studies psychoanalysts psychology case studies
17964,BF1562-1584:Witchcraft,satanism and witchcraft a study in medieval superstition witchcraft demonomania civilization medieval
17965,BF1562-1584:Witchcraft,a history of witchcraft in england from 1558 to 1718 witchcraft great britain
17966,BF1585-1623:Magic. Hermetics. Necromancy,the history of magic 250 illus magic history occultism history
17967,BF1585-1623:Magic. Hermetics. Necromancy,magic supernaturalism and religion magic history occultism history
17968,BF698:Personality,evolutionary thought in psychology a brief history evolutionary psychology history
17969,BF1562-1584:Witchcraft,a historical account of the belief in witchcraft in scotland witchcraft scotland
17970,BF1562-1584:Witchcraft,witchcraft in england witchcraft england
17971,BF1585-1623:Magic. Hermetics. Necromancy,an analysis of malay magic magic malay peninsula malay peninsula religion
17972,BF1562-1584:Witchcraft,witchcraft in the southwest spanish and indian supernaturalism on the rio grande witchcraft southwest new indian magic southwest new
17973,BF712-724:Developmental psychology,siblings in development a psychoanalytic view brothers and sisters child development
17974,BF1501-1561:Demonology. Satanism. Possession,the second coming satanism in america satanism
17975,BF1501-1561:Demonology. Satanism. Possession,demon possession and allied themes being an inductive study of phenomena of our own times demonomania occultism satanism china religion
17976,BF1501-1561:Demonology. Satanism. Possession,possession demoniacal other among primitive races in antiquity the middle ages and modern times demoniac possession
17977,BF309-499:Consciousness. Congition,critical thinking an annotated bibliography critical thinking bibliography critical thinking in children bibliography
17978,BF1501-1561:Demonology. Satanism. Possession,the therapy of the word in classical antiquity edited and translated by l j rather and john m sharp incantations greek medicine greek and roman medicine magic mystic and spagiric
17979,BF1501-1561:Demonology. Satanism. Possession,the book of talismans amulets and zodiacal gems by william thomas kate pavitt talismans amulets gems
17981,BF1501-1561:Demonology. Satanism. Possession,the mascot book a popular encyclopaedia of bringers of luck with their attendant legends and beliefs amulets talismans charms gems astrology
17984,BF1651-1729:Astrology,the starcrossed renaissance the quarrel about astrology and its influence in england astrology history
17985,BF1651-1729:Astrology,the influence of the stars a book of old world lore astrology palmistry physiognomy
17987,BF1651-1729:Astrology,the madnesse of astrologers heydon christopher sir 15611623 defence of judiciall astrologie astrology
17990,BF1651-1729:Astrology,the royal art of astrology astrology
17992,BF1651-1729:Astrology,memoirs remarkable vicissitudes military career and wanderings in ireland mechanical and astronomical exercises scientific researches incidents and opinions of cassiel the norfolk astrologer written by himself astrology dreams
17993,BF1651-1729:Astrology,astrologumena die astrologische literatur in der antike und ihre geschichte von wilhelm gundel und hans georg gundel astrology history astrology early works to 1800 bibliography
17994,BF309-499:Consciousness. Congition,the multilingual subject what foreign language learners say about their experience and why it matters psycholinguistics multilingualism psychological aspects multilingual persons psychology language and education
17997,BF1651-1729:Astrology,astrology how and why it works astrology
18000,BF1651-1729:Astrology,lastrologia astrology
18003,BF1651-1729:Astrology,the textbook of astrology astrology
18004,BF1651-1729:Astrology,the mysteries of astrology and the wonders of magic including a history of the rise and progress of astrology and the various branches of necromancy together with valuable directions and suggestions relative to the casting of nativities and predictions by geomancy chiromancy physiognomy c also highly interesting narratives anecdotes c illustrative of the marvels of witchcraft spiritual phenomena and the results of supernatural influence astrology magic divination
18006,BF1651-1729:Astrology,what the heavens reveal astrology
18007,BF1651-1729:Astrology,w j simmonites complete arcana of astral philosophy or the celestial philosopher being the genethliology simplified or the doctrine of nativities to which is added the ruling of the microcosm astrology astronomy tables mathematics tables
18009,BF1651-1729:Astrology,the case for astrology astrology
18010,BF1651-1729:Astrology,a treatise of natal astrology by g wilde and j dodson to which is appended the soul and the stars by a g trent astrology
18011,BF1651-1729:Astrology,a series of lectures on the science of celestial philosophy or the language of the stars part i containing the fundamental principles astrology
18012,BF1651-1729:Astrology,astrological home study course astrology study and teaching
18013,BF1651-1729:Astrology,the astrologers and their creed an historical outline with a foreword by agehananda bharati astrology history
18014,BF1651-1729:Astrology,origins of astrology astrology history
18015,BF1651-1729:Astrology,the astral origin of the emblems the zodiacal signs and the astral hebrew alphabet as shown in the astronomical register with plate of astral hebrew alphabet and a planisphere astrology astrology hebrew
18016,BF1651-1729:Astrology,when it was light the message from the stars astrology
18017,BF1651-1729:Astrology,heaven knows what scorpios horoscope book astrology
18018,BF1651-1729:Astrology,my stars be your own astrologer astrology
18019,BF1651-1729:Astrology,simplified scientific tables of houses with longitudes and latitudes of about 1500 cities of the world astrology
18021,BF1651-1729:Astrology,horary astrology astrology
18022,BF1651-1729:Astrology,horary astrology astrology
18023,BF309-499:Consciousness. Congition,the psychology of attitudes and attitude change attitude psychology attitude change
18024,BF511-593:Affection. Feeling. Emotion,the quest to feel good emotions psychological aspects
18025,BF38-64:Philosophy,quantum psychology steps to a postmodern ecology of being psychology philosophy clinical psychology philosophy quantum theory
18026,BF908-940:The hand. Palmistry,the human hand palmistry
18027,BF1001-1045:Psychic research. Psychology of the conscious.,new directions in parapsychology parapsychology
18028,BF1228-1389:Spiritualism,esp a scientific evaluation by c e m hansel introd by edwin g boring extrasensory perception
18029,BF1161-1171:Telepathy. Mind reading. Thought transference,the challenge of chance experiments and speculations by alister hardy robert harvie and arthur koestler telepathy case studies chance case studies
18031,BF1228-1389:Spiritualism,the roots of coincidence with a postscript by renée haynes extrasensory perception
18032,BF712-724:Developmental psychology,human development an interactional perspective developmental psychology personality and situation
18033,BF1161-1171:Telepathy. Mind reading. Thought transference,esp curriculum guide by r a mcconnell extrasensory perception
18034,BF1228-1389:Spiritualism,science philosophy and esp with a foreword by h h price extrasensory perception
18036,BF1161-1171:Telepathy. Mind reading. Thought transference,extrasensory perception after sixty years a critical appraisal of the research in extrasensory perception by j g pratt j b rhine burke m smith charles e stuart and joseph a greenwood parapsychology research
18037,BF1228-1389:Spiritualism,esp research today a study of developments in parapsychology since 1960 by j gaither pratt extrasensory perception parapsychology research
18038,BF1228-1389:Spiritualism,exploring the human aura a new way of viewing and investigating psychic phenomena aura parapsychology
18039,BF1001-1045:Psychic research. Psychology of the conscious.,the reach of the mind parapsychology
18040,BF1228-1389:Spiritualism,esp in life and lab tracing hidden channels by louisa e rhine extrasensory perception
18041,BF1161-1171:Telepathy. Mind reading. Thought transference,mind over matter psychokinesis by louisa e rhine telepathy
18042,BF1161-1171:Telepathy. Mind reading. Thought transference,esp and personality patterns by gertrude raffel schmeidler and ra mcconnell with an introductory note by gardner murphy extrasensory perception personality
18043,BF1228-1389:Spiritualism,extrasensory perception edited by gertrude schmeidler extrasensory perception
18044,BF1404-1443:Occult sciences,esp and hypnosis hypnotism extrasensory perception
18045,BF1228-1389:Spiritualism,science and the e s p edited by j r smythies extrasensory perception
18046,BF1161-1171:Telepathy. Mind reading. Thought transference,ciba foundation symposium on extrasensory perception extrasensory perception
18047,BF1161-1171:Telepathy. Mind reading. Thought transference,extrasensory perception extrasensory perception
18048,BF1161-1171:Telepathy. Mind reading. Thought transference,beyond the reach of sense an inquiry into extrasensory perception with an introd by j b rhine extrasensory perception
18049,BF1161-1171:Telepathy. Mind reading. Thought transference,the mind readers some recent experiments in telepathy jones iluan 1942 jones w glyn telepathy
18050,BF1161-1171:Telepathy. Mind reading. Thought transference,personality and telepathy telepathy
18051,BF1161-1171:Telepathy. Mind reading. Thought transference,whats on your mind telepathy
18052,BF1001-1045:Psychic research. Psychology of the conscious.,new frontiers of the mind the story of the duke experiments by j b rhine illustrated with photographs telepathy
18053,BF1892-2049:Occult sciences,a call at dawn a message from our brothers of the planets pluto and jupiter illus by m swift none
18054,BF1161-1171:Telepathy. Mind reading. Thought transference,telepathy of the celestial world psychic phenomena here but foreshadowings of our transcendent faculties hereafter evidences from psychology and scripture that the celestials can instantaneously and freely communicate across distance indefinitely great parapsychology telepathy
18055,BF1161-1171:Telepathy. Mind reading. Thought transference,thought transference a critical and historical review of the evidence for telepathy with a record of new experiments 19021903 telepathy
18056,BF1404-1443:Occult sciences,the initiation of the world spiritualism
18057,BF1228-1389:Spiritualism,one hundred cases for survival after death edited by a t baird spiritualism
18058,BF1001-1045:Psychic research. Psychology of the conscious.,on the threshold of the unseen an examination of the phenomena of spiritualism and of the evidence for survival after death spiritualism parapsychology
18059,BF1228-1389:Spiritualism,man outside himself the facts of etheric projection the facts of etheric travel set out for consideration by hf prevost battersby spiritualism
18060,BF1001-1045:Psychic research. Psychology of the conscious.,paranormal cognition its place in human psychology parapsychology perception
